"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Europe & Central Asia","ECS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.00861660012698","8.1992945126472","8.45808047028538","8.64352132247772","8.62831626102163","8.61073558800626","8.54556792837314","8.44500773162993","8.62274694536135","9.43054847932087","9.19241467196336","9.03417711503882","9.03659979892207","9.0941900615836","9.2002492577646","9.27586760996666","9.3394937811496","9.25343148988486","9.27801444037461","9.36481402418251","","",
"Ecuador","ECU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33109641","3.75336552","4.4733963","5.44066668","5.56659126","5.59422016","5.70302916","5.33981323","5.3773427","5.6990099","6.11657906","6.47737551","6.7622118","6.80123425","6.72399426","7.49149466","7.27991486","7.42857885","7.86490965","7.81824684","","",
"Egypt, Arab Rep.","EGY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.92244291","5.40030336","5.5107379","5.2242527","4.85732365","4.92229176","4.84190083","4.44493246","4.46634817","4.37870121","4.1531949","4.35706949","4.71025944","4.91730928","5.02518845","5.33657265","5.36399841","5.63305616","4.947577","4.73997355","","",
"Euro area","EMU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64225788250584","8.74396219238862","8.9645821739249","9.17584319785811","9.20136967043346","9.29881403023612","9.28985232714323","9.18971379120596","9.49068977612653","10.2533696453447","10.2119199824256","10.0940383738654","10.1804760645875","10.2373493872435","10.2688743671664","10.2149746687857","10.2138469871815","10.1670189710908","10.1537848043943","10.2188702185949","","",
"Eritrea","ERI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.76670074","5.91931629","6.68851233","7.33703375","7.00984955","6.86417818","6.85840559","5.27863026","6.41520452","5.38878536","4.92946005","5.21969032","3.78068161","5.00735378","4.05707884","4.45335484","3.518888","3.72767901","4.12821102","4.45876694","","",
"Spain","ESP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.79921818","6.76895761","6.80052805","7.56392097","7.65912247","7.73195314","7.82912683","7.9183569","8.3818779","9.10707188","9.1185751","9.16859245","9.15699196","9.06737709","9.08936405","9.12617207","8.9523859","8.9569416","8.99036121","9.13213158","","",
"Estonia","EST","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.15698433","4.77708292","4.70043564","4.85959911","5.119555","5.05801439","4.76530361","4.98330879","5.71032381","6.51218891","6.27124023","5.7667613","5.79034519","5.97791481","6.08077621","6.34629202","6.42956781","6.59183788","6.68642807","6.7304492","","",
"Ethiopia","ETH","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3650465","4.72316694","4.7126298","4.89970922","4.31281853","4.10098124","4.45757294","5.00128365","4.28063917","4.64983416","5.46637249","4.46897888","4.53959608","4.07506514","4.03363609","3.82317114","3.60033059","3.45336151","3.30818701","3.23808599","","",
"European Union","EUU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.43552833524912","8.55769332338179","8.78070998345128","8.9982113220148","9.0041110117233","9.07382767292864","9.04213957787336","8.93048126920183","9.20211168913468","9.96006221037502","9.8816451463751","9.82329565448129","9.91338919390372","9.98311218652579","10.0039159260013","9.93748844810142","9.9448631937137","9.88576709938144","9.8663728052914","9.91504692771733","","",
"Fragile and conflict affected situations","FCS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96169706693386","5.33884119499198","5.00018442413215","5.44721985597354","5.09269333761423","4.75194792180177","5.04938254897837","4.97444707307126","4.53978095973279","5.10359654645851","4.74691483428279","4.84498446599297","4.69994772231345","4.59560559883035","4.636123428085","4.59932821785691","4.66817158249419","4.90092135592891","4.59521155326483","4.51161992125972","","",
"Finland","FIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.09253168","7.25090408","7.62769508","7.93805122","8.05912876","8.28795624","8.2841177","8.08359337","8.34310627","9.16122246","9.14202785","9.22303009","9.5857954","9.80534649","9.78115082","9.64523888","9.37796021","9.12670135","9.03608513","9.15348339","","",
"Fiji","FJI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42441201","2.90547323","2.983495","2.97298193","3.25768542","3.25656676","3.34798169","3.41514993","3.1846714","3.53587651","3.416641","3.14293504","3.2655499","3.20040703","3.3686049","3.32468939","3.27979708","3.18689561","3.42045617","3.81607008","","",
"France","FRA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.58447742","9.70562744","10.02218628","10.08283329","10.16429329","10.2148447","10.38566494","10.31564426","10.50084686","11.28756237","11.22560215","11.18497658","11.29740047","11.41635036","11.54441643","11.4475565","11.47163677","11.33276176","11.18583012","11.05747223","","",
"Faroe Islands","FRO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.76511145","8.45260048","7.8972044","9.57150459","12.02715683","17.73306656","10.74129105","11.0585041","11.99137974","12.55259228","13.10624504","13.09527493","12.2770977","12.13848686","11.73216343","12.45648766","13.13922405","12.21438789","11.70362568","11.4420805","","",
"Gabon","GAB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.90536737","3.15246463","3.33046246","3.53691506","3.33140016","2.93410254","3.14508867","3.16386676","2.79445171","3.83981347","2.47556782","2.55771661","2.42097521","2.8408711","2.53282118","2.6574378","3.10769749","2.78068829","2.74500299","2.76836205","","",
"United Kingdom","GBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.19528341","7.56716347","7.94137812","8.11239147","8.39001179","8.44144344","8.60818768","8.7854166","9.06439972","9.8809166","9.83532333","9.84848499","9.91419888","9.97566223","9.95041275","9.90072441","9.87313271","9.80787468","9.90384102","10.15402699","","",
"Georgia","GEO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.194592","7.16950893","7.81474257","8.02952862","8.08910847","8.07734108","7.63208055","7.4351778","8.44467163","9.56681633","9.07341194","8.0144434","8.04715919","7.88304806","7.90386868","7.42301512","7.99670744","7.05804443","7.11329746","6.65744257","","",
"Ghana","GHA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79087734","3.17252946","2.8882091","2.83229733","2.77140665","3.64265633","3.68296194","3.81368589","3.89917445","4.42220068","4.25117254","4.71008253","4.03214407","4.62300539","4.10044813","4.62171459","3.46157742","3.35796332","3.48865867","3.41858864","","",
"Gibraltar","GIB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74567652","4.88881445","5.3613739","4.7780695","4.78209734","4.04247189","3.61069894","3.43232441","3.26223779","3.57716823","3.42734981","3.78955078","3.50398302","3.46079683","4.78097677","5.80920601","5.39708233","3.91060591","3.63913226","3.98389959","","",
"Gambia, The","GMB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.63892317","5.70734835","6.35030413","5.56995296","5.54182816","5.72842979","6.19758415","5.67628479","5.46723223","5.18213415","5.08982468","5.49951601","5.1643424","3.91374874","4.451684","3.17612934","3.68266177","4.14472675","4.8878727","3.82171082","","",
"Guinea-Bissau","GNB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.74484873","6.70832253","5.82295132","5.88066721","7.47920132","7.2509346","7.28979492","7.2952776","7.04291964","6.94844484","6.2611661","6.21634817","5.94403839","7.03947115","9.96897316","8.13228226","8.32881451","7.00049543","7.62560892","8.34976101","","",
"Equatorial Guinea","GNQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14653134","2.20352745","2.34720826","1.97840834","1.66348076","1.49993956","1.51855373","1.57114804","1.82898772","1.84398258","1.81856561","1.55349779","1.26357603","1.87566769","2.19292378","2.91533303","3.14450336","2.95976138","3.06170225","3.13503671","","",
"Greece","GRC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.24332571","7.9878397","8.23378086","8.44915676","8.09390354","8.56466961","8.25866985","8.39808178","8.82774258","9.40688515","9.59662342","9.19330311","8.92377281","8.36682224","7.90779018","8.06892395","8.32109451","8.10309219","7.95876884","7.83788586","","",
"Grenada","GRD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.35886383","5.62456989","6.1756978","5.28485727","5.36568451","5.14460278","5.11352158","5.23867893","5.386199","5.43471003","5.41881227","5.80423355","5.82235813","5.62652922","4.77353573","4.64675617","4.43910027","4.65701056","4.57647324","4.96524","","",
"Greenland","GRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.39686108","6.07015848","6.01308298","6.15313578","6.26182795","6.14832115","6.36372948","6.19192553","6.08125973","6.33950901","6.12487125","5.96316576","6.07307673","5.77188921","5.8885684","6.00602055","6.07008219","6.13921785","6.12415409","6.21161032","","",
"Guam","GUM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.18737936","3.05506778","3.19353795","3.26884198","3.43770432","3.79409742","3.93144441","4.28126192","4.20242214","4.35117102","4.21897697","4.17213488","3.7081871","3.80231333","3.94755459","4.02264786","4.01842117","4.31911182","4.90492487","4.93048668","","",
"High income","HIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.41262796356873","9.90278993094882","10.3313392128768","10.5030272922239","10.4642194528612","10.4992777678645","10.5476470332715","10.5297296433953","10.6980273874475","11.6452148154922","11.5528868051191","11.5628718077502","11.6879667710127","11.7165040696411","11.8640213795489","12.2450900015105","12.4140971196135","12.367819292368","12.2921630481505","12.4922154548692","","",
"Hong Kong SAR, China","HKG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.26817942","5.92998314","6.2445755","6.8900466","6.85484314","7.50086403","7.86318684","8.08494949","8.60362625","8.9959259","8.72536373","8.79187012","8.65655136","8.47723007","7.91455746","7.48378992","7.69098616","6.98996687","7.21891975","7.2839179","","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.07395109686869","4.39683287089631","4.57493383332053","4.77488386094478","4.91000694163971","4.94030870585655","5.07352994916466","5.09736796491782","4.91116859730247","5.23300568737922","5.07278312695758","5.07136319465685","4.94998828187363","5.0759046583924","4.96518814439777","5.2671952954297","4.99445944936319","4.96891568107703","4.66305448330203","4.60033617689809","","",
"Croatia","HRV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.71451426","7.2349987","6.20509815","6.35763264","6.57048893","6.90785742","6.97907209","7.47507524","7.72871161","8.17583179","8.0887022","7.76850891","7.78380489","6.51796293","6.70013046","6.78702879","6.82921791","6.75844765","6.78430557","6.97861767","","",
"Haiti","HTI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95964003","3.73088169","3.40510392","3.41427732","3.44730067","3.36843777","3.53148794","3.72829294","3.79294419","3.60447621","4.62583256","5.91197777","5.56462383","4.21974993","4.62687111","5.06690121","4.90023947","4.78747177","4.57474232","4.72808981","","",
"Hungary","HUN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.77804375","6.82614756","7.12101698","8.11923409","7.77005482","8.00078201","7.78737354","7.21529293","7.09688091","7.2392807","7.46319818","7.49094248","7.43017483","7.24897766","7.06011677","6.85949564","6.99535179","6.75595856","6.54620171","6.35002232","","",
"IBRD only","IBD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25828005713702","5.31226265000962","5.18938933488395","5.20896431082222","5.14487131931589","5.11503517169893","5.07191656752701","4.98567407949692","5.03825188841465","5.4176447899933","5.200390301124","5.15670838694053","5.20791959765633","5.28031131785306","5.3162086429558","5.39565609726465","5.40412523552929","5.45504189347317","5.41096783143286","5.4864876006158","","",
"IDA & IBRD total","IBT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.12609450940814","5.18735961471993","5.0663697140492","5.13146052268927","5.06406197459704","5.03829817231218","5.00095150725805","4.92176649326281","4.95743898357717","5.31173640820082","5.10608758542509","5.07834422321574","5.12716958383913","5.20270746158474","5.22859759121374","5.30804756887176","5.30625708570187","5.35497407585488","5.30372930225961","5.37185421584603","","",
"IDA total","IDA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.641033478108","3.76849733441548","3.75789569707245","4.29696988184892","4.1835705535291","4.18456569343965","4.21928262392812","4.17525872483118","4.0080481504256","4.09624367033332","3.9670000663211","3.97089989251652","3.98105814578888","4.11744416225872","4.05747350744526","4.19664114729526","4.06805500150364","4.02078183458102","3.84102081630519","3.81651198128175","","",
"IDA blend","IDB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.34894436961182","3.28194805823897","3.02176047099593","3.96161337262173","3.76662596347087","3.8543778180582","3.91876696821332","3.80150533488317","3.63900970713822","3.53949552855549","3.54015929597628","3.41153289499689","3.46986711356412","3.59021161124765","3.53637499117874","3.61755903442844","3.69684624936902","3.58819622992242","3.52864716539462","3.54935401122033","","",
"Indonesia","IDN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85297656","2.1185019","1.98062718","2.24837184","2.12002277","2.53189397","2.6194644","2.82385564","2.54842281","2.62324095","2.7908783","2.98942471","2.91427088","2.86934805","2.96433592","2.92428517","3.02147222","2.90417194","2.86757827","2.90493584","","",
"IDA only","IDX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.82516742788051","4.06925357203562","4.23465362315194","4.51978689212361","4.47753264291036","4.42750216435917","4.4624598234509","4.47031092348549","4.29612586191485","4.49105078352953","4.28904940717376","4.50657547269632","4.51745679122429","4.68860315061759","4.6280515419654","4.78842208201453","4.41093386195826","4.37529844301557","4.12165330965465","4.04277753679409","","",
"Isle of Man","IMN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03493214","4.26278114","4.24016666","4.0084796","3.95739222","3.79116249","3.63477802","3.51754165","3.51468062","3.48537874","3.27211905","3.24634194","3.32935309","3.74944162","3.61956549","3.59565997","3.50430417","2.93597651","2.95175385","3.0141468","","",
"Not classified","INX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90420008","6.39664602","6.67468452","7.0096755","7.22300482","7.64583445","7.51655483","7.80535555","9.10927963","10.5062685","10.50632477","10.676898","10.65266323","10.29696083","9.53489971","7.31605005","7.4248991","7.06397724","6.86017275","6.67931509","","",
"Iran, Islamic Rep.","IRN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77719402","5.40086508","4.77904272","5.16859722","5.16670179","5.38635683","5.29366922","5.06425858","5.29006815","6.50478983","6.69382286","6.57423449","6.58410263","5.93868208","6.75900412","7.53802347","8.57090187","8.42790699","8.4627676","6.71061659","","",
"Iraq","IRQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99196076","3.84302664","2.89739919","2.42247868","3.10637736","3.03573871","3.76825881","3.23055601","2.79131818","2.69039416","2.81939769","2.79654908","3.14434433","3.492342","4.19215298","4.24407291","4.47671509","","",
"Iceland","ISL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.929286","8.78546429","9.46551323","9.72930241","9.32854366","8.94695091","8.55709076","8.3535862","8.34370804","8.77518463","8.36173058","8.20293236","8.18118858","8.17555237","8.22888947","8.06978989","8.09714699","8.30908108","8.44292068","8.63868046","","",
"Israel","ISR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7833848","7.20983076","7.13073444","7.06917286","7.01328945","7.11729813","6.9061389","6.88173389","6.96061993","7.06538868","7.01663876","6.99058676","7.11508703","7.07797098","7.14262056","7.09919786","7.17326927","7.28954744","7.53235054","7.46131897","","",
"Italy","ITA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.56665564","7.73760843","7.86693525","7.83297729","8.16549301","8.33931828","8.43673038","8.13610077","8.53282356","8.95162296","8.91602039","8.77413177","8.78352833","8.77543831","8.86791897","8.85689163","8.72533035","8.6777401","8.67509365","8.66856861","","",
"Jamaica","JAM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.64462566","5.15652943","4.74544334","4.22014093","4.80435324","4.54581738","4.20788145","5.32057667","5.61143064","5.14652538","5.29506874","5.23800802","4.88511038","4.95442057","5.16565466","5.62469387","5.70086861","6.14843798","5.96785641","6.09748316","","",
"Jordan","JOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.34367943","9.58549213","9.36340237","8.84089088","8.74985027","8.59408951","7.81179047","8.04956055","8.48880672","9.22397041","8.17025661","8.14807701","7.81799555","7.1659236","7.20892906","7.4609561","7.15642214","7.98199606","7.78079128","7.58246946","","",
"Japan","JPN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.03456163","7.23947954","7.35235357","7.48654842","7.53518438","7.65818596","7.68688822","7.77935696","8.08909321","8.9587822","9.0630064","10.48780155","10.67169189","10.67438602","10.7290144","10.74969959","10.65891647","10.65627003","10.74838829","10.74372482","","",
"Kazakhstan","KAZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16031361","3.47096992","3.61480069","3.72334647","3.98308039","3.90172553","3.39824939","2.70314932","3.04952621","3.49913716","2.73641348","2.60236716","3.03725958","2.66286707","2.97468472","3.04051137","3.42235565","3.05244446","2.8178606","2.78745675","","",
"Kenya","KEN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.63924408","4.80369139","4.95863724","5.16912365","5.34494877","5.31436443","5.87344933","5.99706697","6.04985189","6.02780342","6.11675262","5.81170082","5.61369753","5.51942158","5.4593358","5.21938562","5.14090776","4.1409831","4.30564117","4.59182692","","",
"Kyrgyz Republic","KGZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41414976","4.27703285","4.59219551","5.82382107","6.20281267","7.45010662","8.3118391","6.93210649","6.52511883","6.89873457","6.95027208","7.10729122","8.50966358","8.18745136","7.35766459","7.14930916","6.41248226","6.18586302","5.01030922","4.49454117","","",
"Cambodia","KHM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.54149628","7.01192331","7.23566914","6.95020199","7.09425974","6.85401773","6.11896086","4.90268278","6.60109377","7.58330584","6.91169882","7.50353193","7.26115417","7.10386801","6.70157766","6.19431591","6.11648464","5.72757244","6.18275642","6.98908329","","",
"Kiribati","KIR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64500046","12.32934475","11.9012785","10.66935253","12.42028809","11.50768661","11.57650661","11.35285187","14.07539082","13.43940926","9.20724678","8.58405113","8.59842396","9.46005249","9.93768883","7.98818541","9.32036781","10.68678665","11.6983633","10.26414394","","",
"St. Kitts and Nevis","KNA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.79933786","4.39693737","4.45210552","4.75159693","4.49067402","4.72803879","4.98203421","4.79733467","5.49402666","5.47526932","5.34327459","5.27746201","5.17226887","5.26012945","4.94039154","5.31301308","5.63215637","5.59630823","5.21287775","5.39632845","","",
"Korea, Rep.","KOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.89759398","4.4276228","4.16491032","4.4238739","4.38896513","4.61782169","4.94396782","5.11490726","5.39896727","5.78228998","5.91734409","6.00844383","6.13262033","6.24789429","6.47438097","6.65271664","6.91432714","7.10694933","7.54388428","8.1641655","","",
"Kuwait","KWT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20343947","3.18838811","3.12468719","2.76216865","2.35702443","2.01313829","1.82130992","1.92673659","1.92400312","2.70638752","2.67879915","2.33303523","2.33311439","2.48789287","2.9159987","4.21497965","4.73096323","4.65326786","5.09953451","5.49601221","","",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44654903341495","6.54621009963913","6.39254657613243","6.62055844047426","6.71814055539476","6.79979870931111","6.87280138452788","7.03518640390075","7.06256905224426","7.6184031392814","7.32284599802371","7.22435027628789","7.22782805726028","7.36973887982018","7.51170116557912","7.87177757283373","7.79174799110605","8.11556087330448","7.87465169861551","7.87594045408087","","",
"Lao PDR","LAO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.27513695","4.29031706","3.69751191","4.47920799","3.54057288","3.33673239","2.93200946","3.15345573","2.76727295","3.46300387","2.91155243","1.94457507","2.07637596","2.39984989","2.29845548","2.45366454","2.36087489","2.52606821","2.24630332","2.59852362","","",
"Lebanon","LBN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.83297443","10.56592274","9.28530312","8.67386913","8.00178719","7.5486207","8.66051579","8.55978775","7.81755829","7.00737476","7.43862009","8.17742538","7.00111389","7.0635767","7.51670218","7.41442871","7.914958","7.7873559","8.67463875","8.64661503","","",
"Liberia","LBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29219103","3.49858928","2.89440227","3.65521455","9.17063904","9.68472099","8.4906292","10.79883385","9.01321793","9.40705395","8.94644737","9.4238615","8.7670517","8.28010082","9.20679283","10.63758373","9.85343266","9.09297276","9.03880787","8.47005749","","",
